Shipment_ID,Shipment_Date,Year,Month,Cargo_Season,Commodity_Type,Commodity_Risk_Level,Shipper_Company_Name,Shipper_Compliance_Score,Consignee_Company_Name,Consignee_Compliance_Score,Shipment_Value_USD,Weight_KG,Previous_Violations,Missing_Documents,Inspection_Required
SHP10730,2024-09-26,2024,9,Regular,Pharmaceuticals,High,Pfizer Manufacturing,67,Riyadh Healthcare Imports,42,180860,11690,9,No,1
SHP10731,2024-02-16,2024,2,Regular,Textiles,Low,ABC Textile Mills,94,Jeddah Textile Imports,93,315048,25945,1,No,0
SHP10732,2023-10-19,2023,10,Regular,Pharmaceuticals,High,Sun Pharma Logistics,42,Saudi Medical Supplies,77,235436,28768,4,No,0
SHP10733,2023-08-02,2023,8,Regular,Machinery,Medium,Industrial Machinery Ltd,37,Saudi Industrial Imports,72,216571,21998,3,Yes,1
SHP10734,2022-07-30,2022,7,Hajj,Automotive Parts,Medium,Auto Components Ltd,80,Saudi Auto Imports,72,371371,4611,2,No,0
SHP10735,2022-11-12,2022,11,Year_End_Peak,Agricultural Products,Low,Green Farm Exports,83,Saudi Agriculture Imports,85,351283,6887,1,No,0
SHP10736,2024-07-11,2024,7,Hajj,Automotive Parts,Medium,Premium Auto Exports,81,Riyadh Auto Traders,77,468024,22888,4,No,0
SHP10737,2025-09-13,2025,9,Regular,Electronics,Medium,Tech Devices Ltd,66,Riyadh Digital Traders,83,285008,2711,2,No,0
SHP10738,2022-09-26,2022,9,Regular,Agricultural Products,Low,Agri Trade International,93,Saudi Agriculture Imports,85,483302,15369,0,No,0
SHP10739,2023-01-15,2023,1,Regular,Textiles,Low,Global Garments Exporters,94,Jeddah Textile Imports,93,252066,11270,0,No,0
SHP10740,2023-06-01,2023,6,Hajj,Electronics,Medium,Tech Devices Ltd,66,Saudi Electronics Imports,80,467823,22634,0,No,1
SHP10741,2025-01-13,2025,1,Regular,Electronics,Medium,Global Electronics Trading,82,Jeddah Tech Distribution,77,298899,27986,3,No,0
SHP10742,2023-03-06,2023,3,Ramadan,Chemicals,High,Global Chemical Exports,58,Riyadh Chemical Distribution,67,270226,15121,4,Yes,1
SHP10743,2023-03-07,2023,3,Ramadan,Chemicals,High,Industrial Chemicals Ltd,40,Saudi Chemical Imports,54,159108,18497,8,No,1
SHP10744,2024-02-20,2024,2,Regular,Chemicals,High,Industrial Chemicals Ltd,40,Saudi Chemical Imports,54,143911,12907,4,No,1
SHP10745,2025-05-24,2025,5,Regular,Textiles,Low,Global Garments Exporters,94,Saudi Fashion Retail,84,307447,7928,0,No,0
SHP10746,2023-10-05,2023,10,Regular,Food Products,Low,Premium Foods Ltd,94,Jeddah Grocery Group,83,391658,15293,0,No,0
SHP10747,2024-11-30,2024,11,Year_End_Peak,Electronics,Medium,Tech Devices Ltd,66,Riyadh Digital Traders,83,221596,14959,0,No,1
SHP10748,2023-03-13,2023,3,Ramadan,Electronics,Medium,Global Electronics Trading,82,Jeddah Tech Distribution,77,491560,24473,1,No,0
SHP10749,2025-10-29,2025,10,Regular,Consumer Goods,Low,Global Retail Exporters,76,Saudi Retail Group,68,256461,27432,6,Yes,0
SHP10750,2023-08-10,2023,8,Regular,Machinery,Medium,Industrial Machinery Ltd,37,Riyadh Equipment Group,72,450304,10280,1,No,0
SHP10751,2024-12-28,2024,12,Year_End_Peak,Agricultural Products,Low,Green Farm Exports,83,Saudi Agriculture Imports,85,232517,21549,1,No,0
SHP10752,2025-11-26,2025,11,Year_End_Peak,Machinery,Medium,Heavy Equipment Exporters,70,Saudi Industrial Imports,72,4570,24653,4,No,0
SHP10753,2024-08-07,2024,8,Regular,Textiles,Low,Global Garments Exporters,94,Jeddah Textile Imports,93,40199,25835,0,No,0
SHP10754,2022-01-08,2022,1,Regular,Textiles,Low,Cotton Weave Industries,80,Riyadh Garment Trading,87,15590,2417,2,No,0
SHP10755,2022-06-29,2022,6,Hajj,Consumer Goods,Low,Consumer Products Ltd,74,Riyadh Retail Distribution,60,46786,13084,6,No,0
SHP10756,2025-03-05,2025,3,Ramadan,Agricultural Products,Low,Harvest Exporters,84,Jeddah Agri Traders,95,53399,28805,1,No,0
SHP10757,2024-01-06,2024,1,Regular,Machinery,Medium,Industrial Machinery Ltd,37,Riyadh Equipment Group,72,449001,26184,1,No,0
SHP10758,2025-07-04,2025,7,Hajj,Machinery,Medium,Heavy Equipment Exporters,70,Riyadh Equipment Group,72,283468,2062,3,No,0
SHP10759,2022-05-09,2022,5,Regular,Agricultural Products,Low,Agri Trade International,93,Jeddah Agri Traders,95,209482,20105,0,No,0
SHP10760,2022-07-07,2022,7,Hajj,Food Products,Low,Premium Foods Ltd,94,Jeddah Grocery Group,83,57086,7802,1,No,0
SHP10761,2025-08-29,2025,8,Regular,Agricultural Products,Low,Agri Trade International,93,Saudi Agriculture Imports,85,310230,573,0,No,0
SHP10762,2022-08-07,2022,8,Regular,Agricultural Products,Low,Harvest Exporters,84,Jeddah Agri Traders,95,436210,29774,0,No,0
SHP10763,2025-04-28,2025,4,Eid,Food Products,Low,Global Food Traders,84,Jeddah Grocery Group,83,342594,3543,2,Yes,0
SHP10764,2024-06-19,2024,6,Hajj,Medical Equipment,High,MedTech Equipment Ltd,42,Jeddah Healthcare Supplies,77,444267,19724,4,No,1
SHP10765,2022-01-14,2022,1,Regular,Agricultural Products,Low,Harvest Exporters,84,Riyadh Farm Supplies,81,83339,5566,2,No,0
SHP10766,2024-08-08,2024,8,Regular,Electronics,Medium,Tech Devices Ltd,66,Riyadh Digital Traders,83,14146,29156,2,No,0
SHP10767,2025-09-22,2025,9,Regular,Chemicals,High,Global Chemical Exports,58,Jeddah Industrial Chemicals,74,202546,15586,4,No,0
SHP10768,2024-05-18,2024,5,Regular,Consumer Goods,Low,Global Retail Exporters,76,Saudi Retail Group,68,297389,3900,6,No,0
SHP10769,2022-11-10,2022,11,Year_End_Peak,Chemicals,High,BASF Chemicals,50,Saudi Chemical Imports,54,221903,10545,6,No,0
SHP10770,2022-12-31,2022,12,Year_End_Peak,Medical Equipment,High,MedTech Equipment Ltd,42,Jeddah Healthcare Supplies,77,464522,2380,3,No,0
SHP10771,2022-06-18,2022,6,Hajj,Chemicals,High,Industrial Chemicals Ltd,40,Saudi Chemical Imports,54,256467,29015,4,No,1
SHP10772,2023-10-07,2023,10,Regular,Consumer Goods,Low,Global Retail Exporters,76,Jeddah Consumer Imports,60,7320,14071,6,No,0
SHP10773,2023-02-17,2023,2,Regular,Food Products,Low,Fresh Foods Exporters,99,Riyadh Food Distribution,88,399626,9355,2,No,0
SHP10774,2023-08-26,2023,8,Regular,Medical Equipment,High,MedTech Equipment Ltd,42,Riyadh Medical Distribution,57,137682,15876,4,No,1
SHP10775,2025-01-08,2025,1,Regular,Pharmaceuticals,High,Cipla Pharma Exports,65,Riyadh Healthcare Imports,42,214874,25281,13,No,1
SHP10776,2022-05-06,2022,5,Regular,Chemicals,High,Global Chemical Exports,58,Jeddah Industrial Chemicals,74,155200,644,4,No,0
SHP10777,2024-03-31,2024,3,Ramadan,Medical Equipment,High,Healthcare Equipment Exporters,49,Jeddah Healthcare Supplies,77,488338,61,2,No,0
SHP10778,2024-03-01,2024,3,Ramadan,Food Products,Low,Global Food Traders,84,Riyadh Food Distribution,88,213285,27776,2,No,0
SHP10779,2025-05-23,2025,5,Regular,Agricultural Products,Low,Harvest Exporters,84,Jeddah Agri Traders,95,171509,23381,1,No,0
SHP10780,2024-04-25,2024,4,Eid,Pharmaceuticals,High,Cipla Pharma Exports,65,Jeddah Pharma Distribution,53,95582,11773,8,Yes,1
SHP10781,2023-06-03,2023,6,Hajj,Consumer Goods,Low,Consumer Products Ltd,74,Jeddah Consumer Imports,60,309683,24174,4,No,0
SHP10782,2022-07-20,2022,7,Hajj,Food Products,Low,Premium Foods Ltd,94,Riyadh Food Distribution,88,226308,17940,2,No,0
SHP10783,2024-06-24,2024,6,Hajj,Consumer Goods,Low,Global Retail Exporters,76,Riyadh Retail Distribution,60,328551,15314,2,No,0
SHP10784,2024-11-06,2024,11,Year_End_Peak,Textiles,Low,ABC Textile Mills,94,Riyadh Garment Trading,87,171369,8737,1,No,0
SHP10785,2022-12-10,2022,12,Year_End_Peak,Food Products,Low,Fresh Foods Exporters,99,Saudi Food Imports,82,80720,18921,0,No,1
SHP10786,2023-07-30,2023,7,Hajj,Electronics,Medium,Samsung Electronics Export,71,Saudi Electronics Imports,80,293673,606,1,No,0
SHP10787,2025-06-19,2025,6,Hajj,Food Products,Low,Fresh Foods Exporters,99,Jeddah Grocery Group,83,33597,8507,1,No,0
SHP10788,2024-06-24,2024,6,Hajj,Machinery,Medium,Heavy Equipment Exporters,70,Riyadh Equipment Group,72,7651,19822,2,No,0
SHP10789,2022-04-07,2022,4,Eid,Consumer Goods,Low,Consumer Products Ltd,74,Jeddah Consumer Imports,60,173712,21575,6,No,0
SHP10790,2022-10-18,2022,10,Regular,Machinery,Medium,Heavy Equipment Exporters,70,Jeddah Machinery Traders,49,146982,24087,15,No,0
SHP10791,2024-09-08,2024,9,Regular,Medical Equipment,High,Healthcare Equipment Exporters,49,Jeddah Healthcare Supplies,77,259183,16895,3,No,0
SHP10792,2024-05-04,2024,5,Regular,Automotive Parts,Medium,Auto Components Ltd,80,Jeddah Vehicle Parts,89,350888,6173,1,No,0
SHP10793,2024-12-10,2024,12,Year_End_Peak,Electronics,Medium,Global Electronics Trading,82,Saudi Electronics Imports,80,228885,2809,2,No,0
SHP10794,2024-09-18,2024,9,Regular,Chemicals,High,BASF Chemicals,50,Jeddah Industrial Chemicals,74,109454,5966,3,No,0
SHP10795,2025-01-24,2025,1,Regular,Food Products,Low,Premium Foods Ltd,94,Saudi Food Imports,82,44303,27967,2,No,0
SHP10796,2024-09-16,2024,9,Regular,Automotive Parts,Medium,Global Auto Parts,78,Saudi Auto Imports,72,290849,11079,4,No,0
SHP10797,2023-06-16,2023,6,Hajj,Chemicals,High,Global Chemical Exports,58,Riyadh Chemical Distribution,67,62126,8776,2,No,0
SHP10798,2022-04-11,2022,4,Eid,Machinery,Medium,Global Machinery Solutions,31,Jeddah Machinery Traders,49,376961,19546,13,No,1
SHP10799,2025-02-07,2025,2,Regular,Consumer Goods,Low,Global Retail Exporters,76,Riyadh Retail Distribution,60,35528,10935,6,No,0
SHP10800,2022-08-05,2022,8,Regular,Machinery,Medium,Heavy Equipment Exporters,70,Riyadh Equipment Group,72,230058,1968,4,No,0
SHP10801,2022-07-20,2022,7,Hajj,Consumer Goods,Low,Consumer Products Ltd,74,Saudi Retail Group,68,498493,28944,4,No,0
SHP10802,2022-11-16,2022,11,Year_End_Peak,Chemicals,High,Global Chemical Exports,58,Riyadh Chemical Distribution,67,202554,8005,6,No,1
SHP10803,2025-08-31,2025,8,Regular,Pharmaceuticals,High,Cipla Pharma Exports,65,Jeddah Pharma Distribution,53,325638,13216,8,No,1
SHP10804,2025-10-27,2025,10,Regular,Agricultural Products,Low,Harvest Exporters,84,Riyadh Farm Supplies,81,151776,13958,0,Yes,0
SHP10805,2022-05-09,2022,5,Regular,Chemicals,High,Global Chemical Exports,58,Jeddah Industrial Chemicals,74,124289,21868,3,No,0
SHP10806,2023-02-28,2023,2,Regular,Automotive Parts,Medium,Auto Components Ltd,80,Jeddah Vehicle Parts,89,235084,25804,2,No,0
SHP10807,2024-07-28,2024,7,Hajj,Agricultural Products,Low,Green Farm Exports,83,Jeddah Agri Traders,95,15828,25687,1,No,0
SHP10808,2023-09-04,2023,9,Regular,Electronics,Medium,Global Electronics Trading,82,Riyadh Digital Traders,83,50109,24972,0,No,0
SHP10809,2022-08-24,2022,8,Regular,Pharmaceuticals,High,Cipla Pharma Exports,65,Jeddah Pharma Distribution,53,68842,29216,7,No,1
SHP10810,2023-03-29,2023,3,Ramadan,Machinery,Medium,Heavy Equipment Exporters,70,Jeddah Machinery Traders,49,255013,23086,10,No,0
SHP10811,2022-09-28,2022,9,Regular,Medical Equipment,High,MedTech Equipment Ltd,42,Riyadh Medical Distribution,57,128634,2276,8,No,1
SHP10812,2024-06-30,2024,6,Hajj,Chemicals,High,BASF Chemicals,50,Riyadh Chemical Distribution,67,376156,2718,4,No,1
SHP10813,2025-04-24,2025,4,Eid,Consumer Goods,Low,Premium Consumer Goods,69,Riyadh Retail Distribution,60,380633,21348,2,No,0
SHP10814,2022-02-07,2022,2,Regular,Consumer Goods,Low,Global Retail Exporters,76,Saudi Retail Group,68,437706,5030,4,No,0
SHP10815,2023-04-06,2023,4,Eid,Consumer Goods,Low,Consumer Products Ltd,74,Saudi Retail Group,68,283459,4724,3,No,0
SHP10816,2025-03-15,2025,3,Ramadan,Electronics,Medium,Samsung Electronics Export,71,Jeddah Tech Distribution,77,77367,13783,1,No,0
SHP10817,2025-06-27,2025,6,Hajj,Consumer Goods,Low,Global Retail Exporters,76,Saudi Retail Group,68,336773,17466,6,No,0
SHP10818,2025-08-18,2025,8,Regular,Machinery,Medium,Global Machinery Solutions,31,Saudi Industrial Imports,72,433474,27411,2,No,0
SHP10819,2022-02-27,2022,2,Regular,Medical Equipment,High,Global Medical Devices,51,Jeddah Healthcare Supplies,77,248914,21134,3,Yes,1
SHP10820,2025-07-05,2025,7,Hajj,Food Products,Low,Global Food Traders,84,Jeddah Grocery Group,83,356447,27046,0,No,0
SHP10821,2023-12-28,2023,12,Year_End_Peak,Agricultural Products,Low,Agri Trade International,93,Riyadh Farm Supplies,81,323520,3878,1,No,0
SHP10822,2024-03-10,2024,3,Ramadan,Automotive Parts,Medium,Premium Auto Exports,81,Jeddah Vehicle Parts,89,4422,6811,1,No,0
SHP10823,2025-09-04,2025,9,Regular,Agricultural Products,Low,Harvest Exporters,84,Jeddah Agri Traders,95,432117,28454,0,No,0
SHP10824,2025-10-31,2025,10,Regular,Textiles,Low,Cotton Weave Industries,80,Riyadh Garment Trading,87,377559,18799,1,No,0
SHP10825,2024-03-22,2024,3,Ramadan,Chemicals,High,Global Chemical Exports,58,Saudi Chemical Imports,54,18513,4825,5,No,0
SHP10826,2022-03-04,2022,3,Ramadan,Consumer Goods,Low,Consumer Products Ltd,74,Jeddah Consumer Imports,60,332746,1875,3,No,0
SHP10827,2023-06-18,2023,6,Hajj,Automotive Parts,Medium,Auto Components Ltd,80,Jeddah Vehicle Parts,89,86914,26886,2,No,0
SHP10828,2022-05-06,2022,5,Regular,Agricultural Products,Low,Agri Trade International,93,Saudi Agriculture Imports,85,10319,4051,1,No,0
SHP10829,2025-09-02,2025,9,Regular,Pharmaceuticals,High,Pfizer Manufacturing,67,Jeddah Pharma Distribution,53,425040,20988,6,Yes,1
SHP10830,2022-08-21,2022,8,Regular,Automotive Parts,Medium,Premium Auto Exports,81,Jeddah Vehicle Parts,89,96609,23870,1,No,0
SHP10831,2022-06-03,2022,6,Hajj,Machinery,Medium,Industrial Machinery Ltd,37,Riyadh Equipment Group,72,357960,9884,3,Yes,1
SHP10832,2024-05-03,2024,5,Regular,Pharmaceuticals,High,Cipla Pharma Exports,65,Jeddah Pharma Distribution,53,199633,1652,5,No,1
SHP10833,2024-10-10,2024,10,Regular,Textiles,Low,Cotton Weave Industries,80,Saudi Fashion Retail,84,185349,12265,1,No,0
SHP10834,2023-04-07,2023,4,Eid,Food Products,Low,Global Food Traders,84,Riyadh Food Distribution,88,51425,1267,0,No,0
SHP10835,2024-11-21,2024,11,Year_End_Peak,Electronics,Medium,Global Electronics Trading,82,Jeddah Tech Distribution,77,219610,4068,3,No,0
SHP10836,2023-05-27,2023,5,Regular,Electronics,Medium,Global Electronics Trading,82,Riyadh Digital Traders,83,231358,6840,2,No,0
SHP10837,2025-06-11,2025,6,Hajj,Textiles,Low,ABC Textile Mills,94,Saudi Fashion Retail,84,314452,3541,2,No,0
SHP10838,2023-11-16,2023,11,Year_End_Peak,Chemicals,High,Industrial Chemicals Ltd,40,Riyadh Chemical Distribution,67,357084,9507,6,No,1
SHP10839,2023-11-11,2023,11,Year_End_Peak,Medical Equipment,High,Global Medical Devices,51,Jeddah Healthcare Supplies,77,51545,71,4,No,0
SHP10840,2023-10-01,2023,10,Regular,Food Products,Low,Premium Foods Ltd,94,Riyadh Food Distribution,88,473166,11741,0,No,0
SHP10841,2024-10-01,2024,10,Regular,Medical Equipment,High,Healthcare Equipment Exporters,49,Jeddah Healthcare Supplies,77,449493,25031,1,No,0
SHP10842,2024-10-30,2024,10,Regular,Textiles,Low,Cotton Weave Industries,80,Jeddah Textile Imports,93,373842,4457,0,No,0
SHP10843,2024-11-18,2024,11,Year_End_Peak,Textiles,Low,Cotton Weave Industries,80,Saudi Fashion Retail,84,333272,25669,2,No,0
SHP10844,2023-03-10,2023,3,Ramadan,Pharmaceuticals,High,Sun Pharma Logistics,42,Riyadh Healthcare Imports,42,109658,3502,7,No,1
SHP10845,2023-05-16,2023,5,Regular,Pharmaceuticals,High,Sun Pharma Logistics,42,Riyadh Healthcare Imports,42,117084,27139,7,No,1
SHP10846,2022-09-24,2022,9,Regular,Automotive Parts,Medium,Global Auto Parts,78,Saudi Auto Imports,72,169132,28880,3,No,0
SHP10847,2023-01-18,2023,1,Regular,Automotive Parts,Medium,Global Auto Parts,78,Saudi Auto Imports,72,372097,29793,4,Yes,0
SHP10848,2023-04-20,2023,4,Eid,Chemicals,High,Industrial Chemicals Ltd,40,Jeddah Industrial Chemicals,74,375709,885,3,No,0
SHP10849,2022-06-30,2022,6,Hajj,Electronics,Medium,Tech Devices Ltd,66,Jeddah Tech Distribution,77,2677,28340,1,No,0
SHP10850,2024-01-25,2024,1,Regular,Agricultural Products,Low,Harvest Exporters,84,Jeddah Agri Traders,95,482603,8844,0,No,0
SHP10851,2023-11-12,2023,11,Year_End_Peak,Medical Equipment,High,MedTech Equipment Ltd,42,Saudi Medical Equipment,51,156580,16100,6,No,1
SHP10852,2024-01-15,2024,1,Regular,Consumer Goods,Low,Consumer Products Ltd,74,Jeddah Consumer Imports,60,204362,19359,3,No,0
SHP10853,2025-12-08,2025,12,Year_End_Peak,Consumer Goods,Low,Global Retail Exporters,76,Saudi Retail Group,68,451765,9876,3,No,0
SHP10854,2024-07-14,2024,7,Hajj,Medical Equipment,High,Healthcare Equipment Exporters,49,Jeddah Healthcare Supplies,77,378517,11595,1,No,0
SHP10855,2024-09-29,2024,9,Regular,Machinery,Medium,Heavy Equipment Exporters,70,Saudi Industrial Imports,72,313975,18224,2,No,0
SHP10856,2022-07-09,2022,7,Hajj,Chemicals,High,Industrial Chemicals Ltd,40,Saudi Chemical Imports,54,77277,427,5,No,1
SHP10857,2024-01-29,2024,1,Regular,Automotive Parts,Medium,Global Auto Parts,78,Saudi Auto Imports,72,148936,26913,1,No,0
SHP10858,2023-12-30,2023,12,Year_End_Peak,Agricultural Products,Low,Agri Trade International,93,Saudi Agriculture Imports,85,135334,29869,2,No,0
SHP10859,2025-03-25,2025,3,Ramadan,Agricultural Products,Low,Harvest Exporters,84,Jeddah Agri Traders,95,62382,19492,0,No,0
SHP10860,2025-12-08,2025,12,Year_End_Peak,Food Products,Low,Fresh Foods Exporters,99,Jeddah Grocery Group,83,199443,27100,0,Yes,0
SHP10861,2024-06-12,2024,6,Hajj,Automotive Parts,Medium,Global Auto Parts,78,Saudi Auto Imports,72,73072,6004,1,No,0
SHP10862,2022-07-16,2022,7,Hajj,Pharmaceuticals,High,Cipla Pharma Exports,65,Saudi Medical Supplies,77,288270,1224,3,Yes,1
SHP10863,2022-01-13,2022,1,Regular,Agricultural Products,Low,Agri Trade International,93,Saudi Agriculture Imports,85,276335,16031,2,No,0
SHP10864,2025-08-31,2025,8,Regular,Automotive Parts,Medium,Auto Components Ltd,80,Saudi Auto Imports,72,182723,14912,4,No,1
SHP10865,2025-04-30,2025,4,Eid,Electronics,Medium,Global Electronics Trading,82,Saudi Electronics Imports,80,267578,10302,2,Yes,0
SHP10866,2022-04-04,2022,4,Eid,Chemicals,High,Global Chemical Exports,58,Jeddah Industrial Chemicals,74,494914,15724,1,No,0
SHP10867,2022-05-02,2022,5,Regular,Pharmaceuticals,High,Pfizer Manufacturing,67,Saudi Medical Supplies,77,56765,13048,3,No,0
SHP10868,2023-12-02,2023,12,Year_End_Peak,Textiles,Low,Cotton Weave Industries,80,Jeddah Textile Imports,93,301441,13359,1,No,0
SHP10869,2025-10-31,2025,10,Regular,Automotive Parts,Medium,Premium Auto Exports,81,Jeddah Vehicle Parts,89,413726,17345,0,No,0
SHP10870,2025-01-29,2025,1,Regular,Machinery,Medium,Heavy Equipment Exporters,70,Saudi Industrial Imports,72,395661,20314,3,No,0
SHP10871,2025-11-27,2025,11,Year_End_Peak,Consumer Goods,Low,Consumer Products Ltd,74,Riyadh Retail Distribution,60,37977,26413,6,No,0
SHP10872,2024-02-05,2024,2,Regular,Agricultural Products,Low,Green Farm Exports,83,Jeddah Agri Traders,95,446784,29358,1,No,0
SHP10873,2023-05-26,2023,5,Regular,Automotive Parts,Medium,Premium Auto Exports,81,Jeddah Vehicle Parts,89,17394,7628,0,No,0
SHP10874,2022-04-06,2022,4,Eid,Machinery,Medium,Global Machinery Solutions,31,Saudi Industrial Imports,72,16762,6720,4,No,0
SHP10875,2022-10-05,2022,10,Regular,Agricultural Products,Low,Agri Trade International,93,Saudi Agriculture Imports,85,299743,24823,0,No,0
SHP10876,2023-07-23,2023,7,Hajj,Automotive Parts,Medium,Global Auto Parts,78,Saudi Auto Imports,72,439330,11610,4,No,0
SHP10877,2025-05-14,2025,5,Regular,Automotive Parts,Medium,Global Auto Parts,78,Riyadh Auto Traders,77,4104,16412,2,No,0
SHP10878,2023-12-27,2023,12,Year_End_Peak,Machinery,Medium,Global Machinery Solutions,31,Riyadh Equipment Group,72,239070,19481,3,No,0
SHP10879,2023-10-21,2023,10,Regular,Chemicals,High,Global Chemical Exports,58,Riyadh Chemical Distribution,67,309552,3254,4,No,0
SHP10880,2024-10-05,2024,10,Regular,Chemicals,High,Industrial Chemicals Ltd,40,Riyadh Chemical Distribution,67,279917,23007,3,No,1
SHP10881,2025-02-12,2025,2,Regular,Electronics,Medium,Samsung Electronics Export,71,Saudi Electronics Imports,80,215788,430,2,No,0
SHP10882,2022-07-12,2022,7,Hajj,Pharmaceuticals,High,Pfizer Manufacturing,67,Saudi Medical Supplies,77,177646,24640,4,No,0
SHP10883,2024-09-06,2024,9,Regular,Medical Equipment,High,Healthcare Equipment Exporters,49,Jeddah Healthcare Supplies,77,247070,11739,4,No,0
SHP10884,2022-05-17,2022,5,Regular,Medical Equipment,High,Global Medical Devices,51,Saudi Medical Equipment,51,159806,25531,4,No,0
SHP10885,2023-08-08,2023,8,Regular,Machinery,Medium,Global Machinery Solutions,31,Jeddah Machinery Traders,49,343132,16040,8,No,1
SHP10886,2022-08-20,2022,8,Regular,Electronics,Medium,Tech Devices Ltd,66,Riyadh Digital Traders,83,283128,17764,1,No,0
SHP10887,2025-10-17,2025,10,Regular,Agricultural Products,Low,Green Farm Exports,83,Riyadh Farm Supplies,81,369639,9750,1,No,0
SHP10888,2025-06-20,2025,6,Hajj,Automotive Parts,Medium,Auto Components Ltd,80,Riyadh Auto Traders,77,396424,23823,4,No,0
SHP10889,2022-06-05,2022,6,Hajj,Food Products,Low,Fresh Foods Exporters,99,Jeddah Grocery Group,83,126417,8378,2,No,0
SHP10890,2024-10-27,2024,10,Regular,Machinery,Medium,Industrial Machinery Ltd,37,Jeddah Machinery Traders,49,455239,10868,8,Yes,1
SHP10891,2024-02-12,2024,2,Regular,Food Products,Low,Global Food Traders,84,Saudi Food Imports,82,206279,877,2,No,0
SHP10892,2022-12-19,2022,12,Year_End_Peak,Pharmaceuticals,High,Cipla Pharma Exports,65,Jeddah Pharma Distribution,53,172742,9885,5,No,1
SHP10893,2025-09-05,2025,9,Regular,Electronics,Medium,Tech Devices Ltd,66,Jeddah Tech Distribution,77,73191,26690,2,Yes,0
SHP10894,2023-05-24,2023,5,Regular,Textiles,Low,Global Garments Exporters,94,Saudi Fashion Retail,84,50940,22604,0,No,0
SHP10895,2022-03-03,2022,3,Ramadan,Pharmaceuticals,High,Pfizer Manufacturing,67,Riyadh Healthcare Imports,42,41831,28019,11,No,1
SHP10896,2024-12-27,2024,12,Year_End_Peak,Textiles,Low,ABC Textile Mills,94,Riyadh Garment Trading,87,212239,24719,2,No,0
SHP10897,2023-03-02,2023,3,Ramadan,Automotive Parts,Medium,Auto Components Ltd,80,Saudi Auto Imports,72,385319,13125,4,No,0
SHP10898,2025-08-30,2025,8,Regular,Electronics,Medium,Tech Devices Ltd,66,Saudi Electronics Imports,80,395658,7865,1,No,0
SHP10899,2024-08-31,2024,8,Regular,Automotive Parts,Medium,Global Auto Parts,78,Riyadh Auto Traders,77,493667,19026,2,No,0
SHP10900,2023-07-05,2023,7,Hajj,Food Products,Low,Premium Foods Ltd,94,Saudi Food Imports,82,435612,13123,0,No,0
SHP10901,2025-02-28,2025,2,Regular,Electronics,Medium,Samsung Electronics Export,71,Jeddah Tech Distribution,77,366112,23781,4,No,0
SHP10902,2024-10-08,2024,10,Regular,Textiles,Low,Cotton Weave Industries,80,Jeddah Textile Imports,93,294722,21050,0,No,0
SHP10903,2022-10-10,2022,10,Regular,Medical Equipment,High,Global Medical Devices,51,Riyadh Medical Distribution,57,186035,26345,6,No,1
SHP10904,2022-12-24,2022,12,Year_End_Peak,Automotive Parts,Medium,Auto Components Ltd,80,Jeddah Vehicle Parts,89,310277,19506,1,No,0
SHP10905,2023-03-24,2023,3,Ramadan,Food Products,Low,Premium Foods Ltd,94,Riyadh Food Distribution,88,236143,23809,1,No,0
SHP10906,2023-12-24,2023,12,Year_End_Peak,Electronics,Medium,Tech Devices Ltd,66,Saudi Electronics Imports,80,127692,4520,2,No,0
SHP10907,2023-01-02,2023,1,Regular,Food Products,Low,Global Food Traders,84,Saudi Food Imports,82,200254,17460,0,No,0
SHP10908,2022-01-20,2022,1,Regular,Consumer Goods,Low,Consumer Products Ltd,74,Riyadh Retail Distribution,60,494776,20638,5,Yes,0
SHP10909,2022-02-15,2022,2,Regular,Food Products,Low,Fresh Foods Exporters,99,Riyadh Food Distribution,88,309249,15604,1,No,0
SHP10910,2022-04-28,2022,4,Eid,Automotive Parts,Medium,Global Auto Parts,78,Riyadh Auto Traders,77,240413,21263,3,No,0
SHP10911,2023-06-06,2023,6,Hajj,Automotive Parts,Medium,Auto Components Ltd,80,Riyadh Auto Traders,77,225445,19396,3,No,0
SHP10912,2024-05-08,2024,5,Regular,Textiles,Low,Global Garments Exporters,94,Jeddah Textile Imports,93,307021,4519,1,No,0
SHP10913,2022-03-04,2022,3,Ramadan,Pharmaceuticals,High,Pfizer Manufacturing,67,Riyadh Healthcare Imports,42,163805,14232,12,No,1
SHP10914,2022-12-01,2022,12,Year_End_Peak,Machinery,Medium,Heavy Equipment Exporters,70,Jeddah Machinery Traders,49,113634,14706,9,No,1
SHP10915,2022-10-23,2022,10,Regular,Consumer Goods,Low,Global Retail Exporters,76,Jeddah Consumer Imports,60,448034,15331,3,No,0
SHP10916,2022-02-16,2022,2,Regular,Textiles,Low,Global Garments Exporters,94,Riyadh Garment Trading,87,359231,638,0,No,0
SHP10917,2025-09-24,2025,9,Regular,Agricultural Products,Low,Agri Trade International,93,Jeddah Agri Traders,95,147921,18948,1,No,0
SHP10918,2024-04-07,2024,4,Eid,Consumer Goods,Low,Premium Consumer Goods,69,Saudi Retail Group,68,59213,28822,2,No,0
SHP10919,2023-03-14,2023,3,Ramadan,Electronics,Medium,Samsung Electronics Export,71,Jeddah Tech Distribution,77,169660,11816,1,No,0
SHP10920,2022-05-28,2022,5,Regular,Consumer Goods,Low,Premium Consumer Goods,69,Saudi Retail Group,68,175661,14800,6,No,0
